"IDalt","Buffer","MeanDist","MedianDist","NumLines","TotalLength_m","Notes"
2784,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2798,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2966,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2800,"1km",0,0,3,8927,"Full group used"
2839,"1km",0,0,3,8927,"Full group used"
2946,"1km",0,0,3,8927,"Full group used"
2819,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2837,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2859,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2864,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2893,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2913,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2947,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2982,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2996,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
3021,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
3030,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
3057,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
3088,"1km",236.970817219862,31.7165664041644,6,10135,"Full group used"
2785,"1km",0,0,3,8927,"Full group used"
2823,"1km",0,0,3,8927,"Full group used"
2861,"1km",0,0,3,8927,"Full group used"
2899,"1km",0,0,3,8927,"Full group used"
2917,"1km",0,0,3,8927,"Full group used"
2964,"1km",0,0,3,8927,"Full group used"
2981,"1km",0,0,3,8927,"Full group used"
3019,"1km",0,0,3,8927,"Full group used"
3041,"1km",0,0,3,8927,"Full group used"
3052,"1km",0,0,3,8927,"Full group used"
3083,"1km",0,0,3,8927,"Full group used"
2875,"1km",0,0,3,10145,"Full group used"
2896,"1km",0,0,3,10145,"Full group used"
2915,"1km",0,0,3,10145,"Full group used"
2962,"1km",0,0,3,10145,"Full group used"
2993,"1km",0,0,3,10145,"Full group used"
3061,"1km",347.635557112668,0,5,14239,"Full group used"
1883,"1km",546.142515218231,546.142515218231,2,5139,"Full group used"
507,"1km",143.839462686679,0,5,5874,"Full group used"
275,"1km",433.888141608029,388.578381480627,11,11214,"Full group used"
2881,"1km",347.635557112668,0,5,14239,"Full group used"
2792,"1km",0,0,3,9768,"Full group used"
2809,"1km",0,0,3,9768,"Full group used"
2830,"1km",0,0,3,9768,"Full group used"
2846,"1km",0,0,3,9768,"Full group used"
2858,"1km",0,0,3,9768,"Full group used"
2874,"1km",0,0,3,9768,"Full group used"
2907,"1km",0,0,3,9768,"Full group used"
2918,"1km",0,0,3,9768,"Full group used"
2954,"1km",215.55783142273,119.58229246762,4,11637,"Full group used"
1791,"1km",421.838598108276,629.674881930927,6,7820,"Full group used"
2248,"1km",630.985891245671,630.985891245671,2,6715,"Full group used"
2323,"1km",31.0764960290775,31.0764960290775,2,7761,"Full group used"
979,"1km",125.379467368551,0,5,5597,"Full group used"
1511,"1km",393.903758429171,467.333569540462,13,19488,"Full group used"
793,"1km",301.689390834179,437.180380305093,6,10813,"Full group used"
1608,"1km",421.862511987426,362.233755902939,7,6717,"Full group used"
1619,"1km",421.862511987426,362.233755902939,7,6717,"Full group used"
709,"1km",603.486399206466,509.022536202273,9,7604,"Full group used"
886,"1km",466.606428537149,598.976160604848,7,7387,"Full group used"
896,"1km",466.606428537149,598.976160604848,7,7387,"Full group used"
2488,"1km",466.606428537149,598.976160604848,7,7387,"Full group used"
1175,"1km",0,0,3,5776,"Full group used"
1181,"1km",0,0,3,5776,"Full group used"
2460,"1km",0,0,2,1825,"Full group used"
839,"1km",426.603573872,173.015779586803,8,6791,"Full group used"
590,"1km",447.449759661035,474.163311915942,10,14019,"Full group used"
1327,"1km",503.666342740766,461.005470194943,3,9459,"Full group used"
84,"1km",497.854989064185,691.0774953749,6,13844,"Full group used"
3003,"1km",0,0,3,5353,"Full group used"
3034,"1km",0,0,3,5353,"Full group used"
2937,"1km",412.994902048631,0,5,6948,"Full group used"
2938,"1km",251.6985354662,0,5,5422,"Full group used"
3005,"1km",251.6985354662,0,5,5422,"Full group used"
3004,"1km",321.849939358845,96.7078361735028,7,9612,"Full group used"
3035,"1km",321.849939358845,96.7078361735028,7,9612,"Full group used"
3036,"1km",251.6985354662,0,5,5422,"Full group used"
3066,"1km",0,0,3,5353,"Full group used"
3067,"1km",321.849939358845,96.7078361735028,7,9612,"Full group used"
3068,"1km",251.6985354662,0,5,5422,"Full group used"
3100,"1km",0,0,3,5353,"Full group used"
3101,"1km",321.849939358845,96.7078361735028,7,9612,"Full group used"
3102,"1km",251.6985354662,0,5,5422,"Full group used"
3587,"1km",274.330975230796,243.122401224791,6,17362,"Full group used"
2802,"1km",236.57663331888,0,5,5046,"Full group used"
2818,"1km",236.57663331888,0,5,5046,"Full group used"
2824,"1km",411.618371210912,573.645488434138,7,10487,"Full group used"
2890,"1km",411.618371210912,573.645488434138,7,10487,"Full group used"
2912,"1km",411.618371210912,573.645488434138,7,10487,"Full group used"
3014,"1km",411.618371210912,573.645488434138,7,10487,"Full group used"
3048,"1km",411.618371210912,573.645488434138,7,10487,"Full group used"
3070,"1km",411.618371210912,573.645488434138,7,10487,"Full group used"
3095,"1km",411.618371210912,573.645488434138,7,10487,"Full group used"
2786,"1km",411.618371210912,573.645488434138,7,10487,"Full group used"
2796,"1km",411.618371210912,573.645488434138,7,10487,"Full group used"
2787,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
2799,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
2829,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
2840,"1km",236.57663331888,0,5,5046,"Full group used"
2862,"1km",411.618371210912,573.645488434138,7,10487,"Full group used"
2866,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
2895,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
2914,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
2951,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
2965,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
2995,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
3013,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
3047,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
3069,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
3094,"1km",169.615866882986,169.615866882986,2,8873,"Full group used"
2950,"1km",376.284444805098,0,6,8316,"Full group used"
2804,"1km",723.349307527963,723.349307527963,2,7935,"Full group used"
2851,"1km",172.422638682989,0,5,8586,"Full group used"
2781,"1km",172.422638682989,0,5,8586,"Full group used"
2816,"1km",172.422638682989,0,5,8586,"Full group used"
2850,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
2783,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
2805,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
2832,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
2853,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
2877,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
2889,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
3000,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
3031,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
3063,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
3097,"1km",393.822513489531,367.198669971362,4,13939,"Full group used"
2936,"1km",0,0,3,9506,"Full group used"
2820,"1km",376.85399310542,0,5,23253,"Full group used"
2821,"1km",723.349307527963,723.349307527963,2,7935,"Full group used"
2848,"1km",723.349307527963,723.349307527963,2,7935,"Full group used"
2871,"1km",172.422638682989,0,5,8586,"Full group used"
2884,"1km",376.85399310542,0,5,23253,"Full group used"
2885,"1km",723.349307527963,723.349307527963,2,7935,"Full group used"
2909,"1km",723.349307527963,723.349307527963,2,7935,"Full group used"
2910,"1km",172.422638682989,0,5,8586,"Full group used"
2932,"1km",723.349307527963,723.349307527963,2,7935,"Full group used"
2944,"1km",172.422638682989,0,5,8586,"Full group used"
2948,"1km",376.85399310542,0,5,23253,"Full group used"
2958,"1km",0,0,2,29761,"Full group used"
2985,"1km",172.422638682989,0,5,8586,"Full group used"
2992,"1km",376.85399310542,0,5,23253,"Full group used"
2999,"1km",376.85399310542,0,5,23253,"Full group used"
3043,"1km",376.85399310542,0,5,23253,"Full group used"
3080,"1km",376.85399310542,0,5,23253,"Full group used"
2901,"1km",347.635557112668,0,5,14239,"Full group used"
2921,"1km",347.635557112668,0,5,14239,"Full group used"
3045,"1km",347.635557112668,0,5,14239,"Full group used"
3092,"1km",347.635557112668,0,5,14239,"Full group used"
2934,"1km",0,0,3,8761,"Full group used"
2968,"1km",0,0,3,8761,"Full group used"
2983,"1km",0,0,3,8761,"Full group used"
2990,"1km",0,0,3,8761,"Full group used"
3011,"1km",0,0,3,8761,"Full group used"
3044,"1km",0,0,3,8761,"Full group used"
3091,"1km",0,0,3,8761,"Full group used"
2933,"1km",517.758942213532,0,5,9076,"Full group used"
2803,"1km",376.85399310542,0,5,23253,"Full group used"
2847,"1km",376.85399310542,0,5,23253,"Full group used"
2870,"1km",426.17530587795,40.2099501453465,6,9174,"Full group used"
2908,"1km",376.85399310542,0,5,23253,"Full group used"
2919,"1km",426.17530587795,40.2099501453465,6,9174,"Full group used"
2931,"1km",376.85399310542,0,5,23253,"Full group used"
2879,"1km",0,0,3,19719,"Full group used"
2972,"1km",0,0,3,19719,"Full group used"
2878,"1km",75.5350799217256,0,6,14092,"Full group used"
2795,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2814,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2836,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2842,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2855,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2867,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2897,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2928,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2942,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2961,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2976,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2979,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2989,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
3010,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
3026,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
3074,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
3077,"1km",181.833921086011,225.837834078585,6,6533,"Full group used"
2973,"1km",376.85399310542,0,5,23253,"Full group used"
2984,"1km",376.85399310542,0,5,23253,"Full group used"
3060,"1km",0,0,3,19719,"Full group used"
1028,"1km",372.186605742483,98.7708661227236,7,16251,"Full group used"
1441,"1km",919.543546464076,919.543546464076,2,6646,"Full group used"
1034,"1km",37.4227303355022,7.34405400291581,4,11414,"Full group used"
784,"1km",483.952547275035,146.070137448685,7,9136,"Full group used"
96,"1km",546.132516754172,0,5,9697,"Full group used"
1561,"1km",462.252491840182,465.098821589405,3,4791,"Full group used"
2949,"1km",0,0,3,8886,"Full group used"
3616,"1km",336.528424956329,222.580045098285,6,18116,"Full group used"
3617,"1km",336.528424956329,222.580045098285,6,18116,"Full group used"
3618,"1km",336.528424956329,222.580045098285,6,18116,"Full group used"
2826,"1km",0,0,2,6652,"Full group used"
2882,"1km",0,0,2,6652,"Full group used"
2902,"1km",0,0,2,6652,"Full group used"
2922,"1km",0,0,2,6652,"Full group used"
2967,"1km",0,0,2,6652,"Full group used"
3006,"1km",0,0,2,6652,"Full group used"
3022,"1km",0,0,2,6652,"Full group used"
3071,"1km",0,0,2,6652,"Full group used"
3089,"1km",0,0,2,6652,"Full group used"
3510,"1km",274.340732339,243.122401224791,6,17362,"Full group used"
3511,"1km",274.340732339,243.122401224791,6,17362,"Full group used"
3512,"1km",274.340732339,243.122401224791,6,17362,"Full group used"
3513,"1km",274.340732339,243.122401224791,6,17362,"Full group used"
3586,"1km",274.330975230796,243.122401224791,6,17362,"Full group used"
3588,"1km",274.330975230796,243.122401224791,6,17362,"Full group used"
2971,"1km",172.422638682989,0,5,8586,"Full group used"
3038,"1km",172.422638682989,0,5,8586,"Full group used"
3059,"1km",172.422638682989,0,5,8586,"Full group used"
3520,"1km",352.195151959069,198.159290171218,9,8414,"Full group used"
3521,"1km",352.195151959069,198.159290171218,9,8414,"Full group used"
1461,"1km",355.353149627588,366.085811313718,5,11608,"Full group used"
2320,"1km",355.353149627588,366.085811313718,5,11608,"Full group used"
3524,"1km",392.865482430412,0,5,9886,"Full group used"
3525,"1km",392.865482430412,0,5,9886,"Full group used"
3526,"1km",392.865482430412,0,5,9886,"Full group used"
1734,"1km",0,0,3,5247,"Full group used"
3506,"1km",108.604234626309,0,4,6569,"Full group used"
3507,"1km",108.604234626309,0,4,6569,"Full group used"
3508,"1km",108.604234626309,0,4,6569,"Full group used"
3509,"1km",108.604234626309,0,4,6569,"Full group used"
3583,"1km",108.604234626309,0,4,6569,"Full group used"
658,"1km",384.091237037693,0,5,11838,"Full group used"
662,"1km",384.091237037693,0,5,11838,"Full group used"
3073,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2794,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2812,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2835,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2845,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2865,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2894,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2926,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2955,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2959,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2975,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2978,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
2988,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
3008,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
3024,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
3076,"1km",406.547083816184,458.527556031361,6,10997,"Full group used"
3155,"1km",0,0,3,5912,"Full group used"
3156,"1km",0,0,3,5912,"Full group used"
3157,"1km",0,0,3,5912,"Full group used"
3385,"1km",582.227741512098,167.913558756891,4,10796,"Full group used"
3433,"1km",582.227741512098,167.913558756891,4,10796,"Full group used"
2953,"1km",305.780587472845,305.780587472845,2,6025,"Full group used"
2290,"1km",384.091237037693,0,5,11838,"Full group used"
799,"1km",232.825460309193,227.585765730725,6,9761,"Full group used"
720,"1km",420.784322980949,597.806560552491,6,12869,"Full group used"
722,"1km",420.784322980949,597.806560552491,6,12869,"Full group used"
4066,"1km",239.020901524906,165.35073687388,7,12327,"Full group used"
4067,"1km",239.020901524906,165.35073687388,7,12327,"Full group used"
117,"1km",339.801388258385,339.801388258385,2,13048,"Full group used"
4087,"1km",675.490891869364,662.61802848418,12,18083,"Full group used"
4148,"1km",529.055913988646,440.856044820011,28,11929,"Full group used"
4150,"1km",560.205214035324,309.849556979099,7,12966,"Full group used"
689,"1km",679.909089865563,781.160213874543,22,24175,"Full group used"
2149,"1km",679.909089865563,781.160213874543,22,24175,"Full group used"
3528,"1km",904.669093995173,1008.45459329573,3,10140,"Full group used"
3529,"1km",904.669093995173,1008.45459329573,3,10140,"Full group used"
3626,"1km",105.482749109173,62.2499625721768,4,10275,"Full group used"
3627,"1km",105.482749109173,62.2499625721768,4,10275,"Full group used"
3605,"1km",530.253510582237,526.677615623904,14,21630,"Full group used"
3606,"1km",530.253510582237,526.677615623904,14,21630,"Full group used"
3514,"1km",241.67972485095,166.140710935303,7,11367,"Full group used"
3515,"1km",241.67972485095,166.140710935303,7,11367,"Full group used"
3516,"1km",241.67972485095,166.140710935303,7,11367,"Full group used"
3590,"1km",241.67972485095,166.140710935303,7,11367,"Full group used"
3591,"1km",241.67972485095,166.140710935303,7,11367,"Full group used"
4065,"1km",728.974154732882,537.993584978675,17,13482,"Full group used"
514,"1km",358.014333894307,338.572988206644,10,9837,"Full group used"
1212,"1km",0,0,3,8954,"Full group used"
3486,"1km",378.37414222337,525.334291680984,6,10896,"Full group used"
4153,"1km",307.825331218989,336.566283781938,9,15698,"Full group used"
3483,"1km",625.366335849252,543.340987703912,11,19178,"Full group used"
3484,"1km",625.366335849252,543.340987703912,11,19178,"Full group used"
3485,"1km",625.366335849252,543.340987703912,11,19178,"Full group used"
3584,"1km",108.604234626309,0,4,6569,"Full group used"
3585,"1km",108.604234626309,0,4,6569,"Full group used"
2956,"1km",328.494706221684,113.696708106079,7,14871,"Full group used"
112,"1km",312.680903397862,447.557147391105,7,10977,"Full group used"
3522,"1km",352.195151959069,198.159290171218,9,8414,"Full group used"
3523,"1km",352.195151959069,198.159290171218,9,8414,"Full group used"
3527,"1km",392.865482430412,0,5,9886,"Full group used"
3619,"1km",352.195151959069,198.159290171218,9,8414,"Full group used"
3620,"1km",352.195151959069,198.159290171218,9,8414,"Full group used"
3621,"1km",352.195151959069,198.159290171218,9,8414,"Full group used"
3622,"1km",392.865482430412,0,5,9886,"Full group used"
3623,"1km",392.865482430412,0,5,9886,"Full group used"
3624,"1km",392.865482430412,0,5,9886,"Full group used"
2827,"1km",172.422638682989,0,5,8586,"Full group used"
2844,"1km",172.422638682989,0,5,8586,"Full group used"
2887,"1km",172.422638682989,0,5,8586,"Full group used"
2986,"1km",172.422638682989,0,5,8586,"Full group used"
3079,"1km",172.422638682989,0,5,8586,"Full group used"
2782,"1km",402.59612657649,0,4,6607,"Full group used"
2817,"1km",402.59612657649,0,4,6607,"Full group used"
2831,"1km",402.59612657649,0,4,6607,"Full group used"
2849,"1km",402.59612657649,0,4,6607,"Full group used"
2852,"1km",402.59612657649,0,4,6607,"Full group used"
2876,"1km",402.59612657649,0,4,6607,"Full group used"
2888,"1km",402.59612657649,0,4,6607,"Full group used"
2911,"1km",402.59612657649,0,4,6607,"Full group used"
2943,"1km",402.59612657649,0,4,6607,"Full group used"
2970,"1km",402.59612657649,0,4,6607,"Full group used"
2991,"1km",402.59612657649,0,4,6607,"Full group used"
3037,"1km",402.59612657649,0,4,6607,"Full group used"
3058,"1km",402.59612657649,0,4,6607,"Full group used"
3078,"1km",402.59612657649,0,4,6607,"Full group used"
2793,"1km",0,0,3,5660,"Full group used"
2810,"1km",0,0,3,5660,"Full group used"
2833,"1km",0,0,3,5660,"Full group used"
2854,"1km",0,0,3,5660,"Full group used"
2863,"1km",0,0,3,5660,"Full group used"
2891,"1km",0,0,3,5660,"Full group used"
2924,"1km",0,0,3,5660,"Full group used"
2941,"1km",0,0,3,5660,"Full group used"
2974,"1km",0,0,3,5660,"Full group used"
2977,"1km",0,0,3,5660,"Full group used"
2987,"1km",0,0,3,5660,"Full group used"
3007,"1km",0,0,3,5660,"Full group used"
3023,"1km",0,0,3,5660,"Full group used"
3072,"1km",0,0,3,5660,"Full group used"
3090,"1km",0,0,3,5660,"Full group used"
2940,"1km",0,0,3,7210,"Full group used"
4026,"1km",23.2842208166031,21.2851454942624,5,14748,"Full group used"
4027,"1km",23.2842208166031,21.2851454942624,5,14748,"Full group used"
4028,"1km",23.2842208166031,21.2851454942624,5,14748,"Full group used"
4130,"1km",23.2842208166031,21.2851454942624,5,14748,"Full group used"
4131,"1km",23.2842208166031,21.2851454942624,5,14748,"Full group used"
4147,"1km",329.849706846359,0,5,28061,"Full group used"
4159,"1km",0,0,3,26277,"Full group used"
4142,"1km",0,0,3,11719,"Full group used"
4023,"1km",0,0,3,11640,"Full group used"
4085,"1km",0,0,3,11640,"Full group used"
4086,"1km",0,0,3,11640,"Full group used"
4169,"1km",0,0,3,11640,"Full group used"
4021,"1km",717.278652960692,932.397686391049,7,17782,"Full group used"
4126,"1km",717.278652960692,932.397686391049,7,17782,"Full group used"
4127,"1km",717.278652960692,932.397686391049,7,17782,"Full group used"
4141,"1km",665.937277493299,327.459088430917,4,14160,"Full group used"
1966,"1km",386.825122079822,340.212048378861,4,18484,"Full group used"
2064,"1km",152.68712010785,132.698832268489,4,17891,"Full group used"
4037,"1km",269.994750485016,0,5,16608,"Full group used"
4038,"1km",269.994750485016,0,5,16608,"Full group used"
4072,"1km",269.994750485016,0,5,16608,"Full group used"
4073,"1km",269.994750485016,0,5,16608,"Full group used"
4074,"1km",269.994750485016,0,5,16608,"Full group used"
4122,"1km",597.317676821378,0,5,24880,"Full group used"
755,"1km",530.348805135126,428.652727529763,10,11114,"Full group used"
94,"1km",0,0,3,5228,"Full group used"
4143,"1km",0,0,3,13466,"Full group used"
4049,"1km",0,0,3,6909,"Full group used"
4103,"1km",0,0,3,6909,"Full group used"
4104,"1km",0,0,3,6909,"Full group used"
4105,"1km",0,0,3,6909,"Full group used"
4154,"1km",705.528387482955,705.193358662522,15,18147,"Full group used"
3613,"1km",349.407089950102,254.465080559491,11,15415,"Full group used"
3535,"1km",643.384244076282,678.364196711616,5,14371,"Full group used"
3536,"1km",643.384244076282,678.364196711616,5,14371,"Full group used"
3537,"1km",643.384244076282,678.364196711616,5,14371,"Full group used"
3615,"1km",643.384244076282,678.364196711616,5,14371,"Full group used"
4155,"1km",0,0,3,17761,"Full group used"
446,"1km",357.938505354953,253.056318144392,6,7928,"Full group used"
57,"1km",342.194289208046,0,5,16488,"Full group used"
998,"1km",132.083356865262,0,4,21117,"Full group used"
4114,"1km",177.688676042781,0,5,15592,"Full group used"
4115,"1km",177.688676042781,0,5,15592,"Full group used"
2720,"1km",293.912973757717,223.8760454428,4,10241,"Full group used"
4031,"1km",672.102651670561,482.052061022002,6,24540,"Full group used"
4032,"1km",672.102651670561,482.052061022002,6,24540,"Full group used"
4164,"1km",0,0,3,7700,"Full group used"
3597,"1km",626.655743839164,543.340987703912,11,19178,"Full group used"
3598,"1km",626.655743839164,543.340987703912,11,19178,"Full group used"
3599,"1km",626.655743839164,543.340987703912,11,19178,"Full group used"
3631,"1km",378.37414222337,525.334291680984,6,10896,"Full group used"
3530,"1km",349.407089950102,254.465080559491,11,15415,"Full group used"
3531,"1km",349.407089950102,254.465080559491,11,15415,"Full group used"
3612,"1km",349.407089950102,254.465080559491,11,15415,"Full group used"
3614,"1km",349.407089950102,254.465080559491,11,15415,"Full group used"
4022,"1km",0,0,3,11640,"Full group used"
4011,"1km",0,0,3,6720,"Full group used"
3603,"1km",635.200338278125,715.901286772526,9,24517,"Full group used"
3604,"1km",635.200338278125,715.901286772526,9,24517,"Full group used"
3491,"1km",0,0,3,9091,"Full group used"
3492,"1km",0,0,3,9091,"Full group used"
3496,"1km",106.596363773494,0,5,11103,"Full group used"
3493,"1km",0,0,3,7843,"Full group used"
3494,"1km",0,0,3,7843,"Full group used"
3495,"1km",0,0,3,7843,"Full group used"
3487,"1km",709.131285851425,745.313045799621,9,8561,"Full group used"
3488,"1km",709.131285851425,745.313045799621,9,8561,"Full group used"
3489,"1km",709.131285851425,745.313045799621,9,8561,"Full group used"
3490,"1km",709.131285851425,745.313045799621,9,8561,"Full group used"
3607,"1km",603.355908792656,263.784856017809,8,7964,"Full group used"
3608,"1km",603.355908792656,263.784856017809,8,7964,"Full group used"
3609,"1km",603.355908792656,263.784856017809,8,7964,"Full group used"
3596,"1km",131.642024142979,0,5,7035,"Full group used"
3497,"1km",477.277420329803,0,5,11035,"Full group used"
3498,"1km",477.277420329803,0,5,11035,"Full group used"
3499,"1km",477.277420329803,0,5,11035,"Full group used"
3500,"1km",477.277420329803,0,5,11035,"Full group used"
3628,"1km",477.277420329803,0,5,11035,"Full group used"
3629,"1km",477.277420329803,0,5,11035,"Full group used"
3630,"1km",477.277420329803,0,5,11035,"Full group used"
4152,"1km",583.663812745275,475.054420003202,14,17027,"Full group used"
566,"1km",130.739780265955,130.739780265955,2,12327,"Full group used"
4102,"1km",377.950871800712,284.634794866316,6,16380,"Full group used"
4128,"1km",409.818846406085,0,5,12683,"Full group used"
4129,"1km",409.818846406085,0,5,12683,"Full group used"
4149,"1km",242.013312448568,34.8085537133529,10,9952,"Full group used"
4039,"1km",0,0,3,12032,"Full group used"
4040,"1km",0,0,3,12032,"Full group used"
4095,"1km",0,0,3,12032,"Full group used"
3589,"1km",572.752769544159,720.349223602445,12,19348,"Full group used"
3544,"1km",0,0,3,17759,"Full group used"
3545,"1km",0,0,3,17759,"Full group used"
3546,"1km",0,0,3,17759,"Full group used"
3547,"1km",0,0,3,17759,"Full group used"
3632,"1km",0,0,3,17759,"Full group used"
3633,"1km",0,0,3,17759,"Full group used"
3634,"1km",0,0,3,17759,"Full group used"
3635,"1km",572.752769544159,720.349223602445,12,19348,"Full group used"
4156,"1km",60.636561612163,0,5,18144,"Full group used"
4082,"1km",284.099329663331,0,5,17957,"Full group used"
4042,"1km",284.099329663331,0,5,17957,"Full group used"
4046,"1km",390.323699628865,0,5,13128,"Full group used"
4097,"1km",390.340402895657,0,5,13128,"Full group used"
4098,"1km",390.340402895657,0,5,13128,"Full group used"
4099,"1km",390.340402895657,0,5,13128,"Full group used"
4100,"1km",390.340402895657,0,5,13128,"Full group used"
4044,"1km",316.728680461889,46.3339496870237,5,17803,"Full group used"
4045,"1km",316.728680461889,46.3339496870237,5,17803,"Full group used"
4089,"1km",316.728680461889,46.3339496870237,5,17803,"Full group used"
4090,"1km",316.728680461889,46.3339496870237,5,17803,"Full group used"
4162,"1km",316.728680461889,46.3339496870237,5,17803,"Full group used"
4146,"1km",561.729812476447,490.90912337832,11,19585,"Full group used"
2531,"1km",137.460002384487,137.460002384487,2,20270,"Full group used"
529,"1km",379.581838614369,0,5,17313,"Full group used"
4050,"1km",123.845344274933,123.845344274933,2,5105,"Full group used"
4051,"1km",123.845344274933,123.845344274933,2,5105,"Full group used"
4109,"1km",123.845345720575,123.845345720575,2,5105,"Full group used"
4110,"1km",123.845345720575,123.845345720575,2,5105,"Full group used"
4111,"1km",123.845345720575,123.845345720575,2,5105,"Full group used"
4157,"1km",0,0,3,6629,"Full group used"
4158,"1km",511.713029764816,568.492709945104,7,14727,"Full group used"
4140,"1km",493.132230618072,348.167782305552,6,11064,"Full group used"
4048,"1km",387.33428425375,389.284862281422,6,10087,"Full group used"
4077,"1km",387.33428425375,389.284862281422,6,10087,"Full group used"
4078,"1km",387.33428425375,389.284862281422,6,10087,"Full group used"
4043,"1km",284.099329663331,0,5,17957,"Full group used"
4081,"1km",284.099329663331,0,5,17957,"Full group used"
4135,"1km",0,0,3,7921,"Full group used"
4052,"1km",545.528028813175,0,5,16601,"Full group used"
4106,"1km",545.528028813175,0,5,16601,"Full group used"
4107,"1km",545.528028813175,0,5,16601,"Full group used"
4108,"1km",545.528028813175,0,5,16601,"Full group used"
4076,"1km",202.786537392833,234.472711913403,6,19469,"Full group used"
4160,"1km",202.786537392833,234.472711913403,6,19469,"Full group used"
4070,"1km",0,0,3,8049,"Full group used"
4071,"1km",0,0,3,8049,"Full group used"
3646,"1km",893.635799784924,723.959308871477,3,22468,"Full group used"
3775,"1km",893.635799784924,723.959308871477,3,22468,"Full group used"
3854,"1km",893.635799784924,723.959308871477,3,22468,"Full group used"
3855,"1km",893.635799784924,723.959308871477,3,22468,"Full group used"
3856,"1km",893.635799784924,723.959308871477,3,22468,"Full group used"
4053,"1km",424.327779963655,424.327779963655,2,7659,"Full group used"
4062,"1km",424.327779963655,424.327779963655,2,7659,"Full group used"
4121,"1km",424.226175808939,424.226175808939,2,7659,"Full group used"
4166,"1km",424.226175808939,424.226175808939,2,7659,"Full group used"
4167,"1km",424.226175808939,424.226175808939,2,7659,"Full group used"
